ae_image_path,light_environment,confidence_vector
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03891332\ILSVRC2012_val_00034802.JPEG,l2,"[1.2163607e-01 3.7752129e-02 4.2368451e-04 4.1354080e-03 1.0000000e+00
 1.3925137e-02 2.3071927e-03 2.2168306e-03 3.4798270e-03 5.8244026e-01
 2.0158510e-01 5.6924263e-04 2.0278564e-03 4.3928553e-03 6.1239824e-02
 2.3944627e-03 2.2148029e-03 1.5467117e-03 1.1970707e-02 2.1493623e-01
 4.6657633e-02 2.4466957e-03 2.6155163e-03 2.5851096e-03 2.2405328e-03
 2.2847033e-03 1.9706741e-03]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03902125\ILSVRC2012_val_00019620.JPEG,l2,"[9.6208912e-01 7.4944544e-01 3.5456037e-03 7.4976374e-04 2.3958428e-02
 8.6586285e-01 4.2708192e-04 4.6736715e-04 1.8939842e-03 3.2226562e-02
 1.0000000e+00 5.0661319e-01 4.3062883e-04 1.7654398e-03 3.0467859e-01
 4.1701924e-04 4.2425559e-04 4.6586699e-04 1.2701090e-03 1.1921217e-01
 8.1867397e-01 4.2061598e-04 5.0934486e-04 3.1869416e-03 4.2924896e-04
 4.3416073e-04 3.3462836e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03902125\ILSVRC2012_val_00029291.JPEG,l2,"[0.02122275 0.00738527 0.01185834 0.10580087 0.77685994 0.028564
 0.01731184 0.01391585 0.08448032 1.         0.04456563 0.02443976
 0.01417712 0.21298431 0.11970679 0.0169444  0.01356602 0.03340645
 0.305838   0.33619303 0.05255783 0.01465802 0.01607122 0.05304953
 0.01821084 0.01776469 0.01491853]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03902125\ILSVRC2012_val_00037873.JPEG,l2,"[1.0000000e+00 1.7260315e-01 6.5760914e-04 2.9353197e-03 1.3156785e-01
 3.4176520e-01 5.1852636e-04 6.0503453e-04 1.0136166e-02 6.0821885e-01
 3.2610109e-01 1.3775256e-03 5.8271497e-04 5.3132591e-03 8.6172730e-02
 5.7780335e-04 5.5205805e-04 9.4323285e-04 6.7625064e-03 3.2576719e-01
 3.3122846e-01 5.2639749e-04 9.5225294e-04 1.9061958e-02 5.7203945e-04
 6.1381701e-04 5.8568659e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03930313\ILSVRC2012_val_00019213.JPEG,l2,"[1.         0.2776405  0.00140882 0.06111967 0.6313235  0.08032577
 0.00451941 0.00737448 0.01681966 0.2764184  0.46390277 0.0667759
 0.00662913 0.10593995 0.15869154 0.00457946 0.00424698 0.00182028
 0.10945816 0.35936686 0.43022826 0.00405835 0.00800173 0.05062301
 0.00456878 0.00431073 0.00364145]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03930313\ILSVRC2012_val_00031316.JPEG,l2,"[0.0113152  0.19006248 0.00427212 0.02241541 0.04517796 1.
 0.01362275 0.01239335 0.01234716 0.09834789 0.12985583 0.00761871
 0.01181726 0.04480178 0.09773056 0.01347573 0.01165906 0.00917344
 0.03856621 0.15159811 0.3402501  0.01263241 0.01237182 0.00833611
 0.01364109 0.0131336  0.00933142]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03930313\ILSVRC2012_val_00040562.JPEG,l2,"[0.04209698 0.35175318 0.02148008 0.01235386 0.02113044 0.23406427
 0.01039921 0.00928758 0.00730474 0.08137925 0.7771492  0.00914535
 0.00940102 0.01163126 0.03568237 0.01096275 0.00932333 0.01025604
 0.0203794  0.0448994  1.         0.01019284 0.00973061 0.00663818
 0.01056739 0.01066787 0.00935734]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03930313\ILSVRC2012_val_00040905.JPEG,l2,"[7.7206038e-02 3.4614065e-01 4.4742072e-04 3.9915596e-03 6.0108984e-01
 8.5071510e-01 1.0004847e-03 1.0718282e-03 3.0758954e-03 6.6247441e-02
 5.5153733e-01 8.0677886e-03 9.8071725e-04 3.8158923e-02 3.5443318e-01
 1.0352554e-03 8.7510486e-04 6.1427947e-04 3.9701171e-02 2.7744177e-01
 1.0000000e+00 1.0379468e-03 1.4591335e-03 2.9784624e-02 1.0014995e-03
 9.7697193e-04 8.1991428e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03930313\ILSVRC2012_val_00046382.JPEG,l2,"[0.16433671 0.1106974  0.00135286 0.00541836 0.12420301 0.3965709
 0.00417857 0.00370403 0.00344709 0.12554143 1.         0.00157874
 0.00340681 0.00534496 0.05327541 0.00466502 0.0039597  0.00236956
 0.01426188 0.48469105 0.23587792 0.00355012 0.00351928 0.00103921
 0.00450859 0.00430789 0.0038515 ]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03937543\ILSVRC2012_val_00005519.JPEG,l2,"[0.33965242 0.14442222 0.0125334  0.02711923 0.06171115 1.
 0.02089832 0.02187083 0.01725285 0.05823313 0.07859032 0.00479732
 0.02018479 0.03105561 0.02635823 0.02046206 0.0200501  0.02579824
 0.04573437 0.2276313  0.06518874 0.02131768 0.02173688 0.02965274
 0.0212688  0.02144038 0.02989795]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03937543\ILSVRC2012_val_00016390.JPEG,l2,"[1.         0.04236678 0.00907108 0.07195806 0.07128549 0.01318453
 0.05265637 0.05903173 0.02640389 0.31708086 0.01690923 0.01618077
 0.0547338  0.1163626  0.01570795 0.05379148 0.05558651 0.05013213
 0.16537519 0.08282736 0.02588536 0.05290441 0.06013179 0.04795558
 0.05374326 0.05486979 0.06419462]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03937543\ILSVRC2012_val_00023359.JPEG,l2,"[0.00931328 0.02039351 1.         0.185399   0.13364501 0.00727318
 0.18410365 0.20685755 0.10098663 0.083626   0.00347259 0.07437777
 0.21163787 0.27286658 0.0078118  0.18772459 0.20134436 0.15354437
 0.2346654  0.01328523 0.02020546 0.20091489 0.21701737 0.08402932
 0.19384827 0.20374411 0.23190376]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03970156\ILSVRC2012_val_00024484.JPEG,l2,"[0.3407596  0.19405775 0.0278965  0.02743617 0.06180764 0.25670034
 0.01841542 0.01542114 0.14473796 0.23479468 0.6566419  0.01760767
 0.01464655 0.04443272 0.02545206 0.01997896 0.01584607 0.01495136
 0.07333546 1.         0.13152899 0.01706037 0.01516012 0.06365607
 0.02003734 0.0201079  0.01353602]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03970156\ILSVRC2012_val_00048130.JPEG,l2,"[0.12844695 0.05884752 0.35827506 0.83434325 0.34566385 0.14631674
 0.22979344 0.17710575 0.06670197 0.403609   0.11786105 0.12444932
 0.17845039 1.         0.10418925 0.23929134 0.18300585 0.12698404
 0.48891395 0.5495481  0.03802721 0.20434238 0.16341028 0.07723275
 0.2579199  0.24065478 0.18175487]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03976657\ILSVRC2012_val_00002819.JPEG,l2,"[1.         0.50506747 0.05906347 0.04686033 0.09279939 0.04701956
 0.0265013  0.02277309 0.0701786  0.08971183 0.15239081 0.19010672
 0.0217511  0.08161525 0.1583062  0.02727688 0.02321725 0.02888222
 0.07729657 0.11760071 0.00233845 0.02649656 0.02534845 0.14906925
 0.02818889 0.02613473 0.01878703]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03976657\ILSVRC2012_val_00012001.JPEG,l2,"[0.62622446 0.73874116 0.17526709 0.23263936 0.5484263  0.59027547
 0.15935582 0.14237966 0.15572718 0.91324747 1.         0.274138
 0.1313286  0.24931067 0.55685025 0.1544115  0.13816015 0.11471368
 0.31608665 0.842989   0.4600791  0.14937375 0.14300986 0.1843729
 0.16110305 0.1569164  0.12617642]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03976657\ILSVRC2012_val_00015179.JPEG,l2,"[0.10967928 0.3140283  0.03805845 0.05586968 0.07985715 0.67861986
 0.02837686 0.02726146 0.02888447 0.05128517 0.2807336  1.
 0.02716661 0.0562252  0.12552878 0.03318518 0.02730237 0.02016175
 0.07510497 0.09682342 0.16348593 0.02947185 0.02720975 0.05130867
 0.03232963 0.03390063 0.02181434]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03976657\ILSVRC2012_val_00030045.JPEG,l2,"[7.3865831e-02 8.5491103e-01 4.0682282e-02 2.8460873e-02 1.3516361e-01
 7.0420764e-02 3.4687981e-02 2.7925234e-02 6.7083444e-04 1.0064330e-01
 8.6954370e-02 1.4963526e-01 2.7176360e-02 4.6870321e-02 6.7024820e-02
 3.6806140e-02 2.9064298e-02 1.0980734e-02 3.6288101e-02 1.4775668e-01
 1.0000000e+00 2.9332558e-02 2.8940141e-02 9.8262802e-03 3.7167769e-02
 3.7298456e-02 2.5515448e-02]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03977966\ILSVRC2012_val_00029106.JPEG,l2,"[6.53254032e-01 7.40206599e-01 3.08861665e-04 5.33515820e-04
 2.29699835e-01 1.00000000e+00 1.44695339e-04 1.10492118e-04
 4.88626480e-04 5.50580084e-01 9.65002298e-01 2.94522364e-02
 1.19427219e-04 3.81506688e-04 1.09453470e-01 1.51624772e-04
 1.23368271e-04 1.12443406e-04 1.79179513e-03 7.08116770e-01
 5.86383343e-01 1.23210775e-04 1.01403079e-04 6.28929352e-04
 1.49583095e-04 1.47514744e-04 1.34908376e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03977966\ILSVRC2012_val_00042366.JPEG,l2,"[1.00000000e+00 1.51331782e-01 1.44801743e-04 4.13330010e-04
 3.28920364e-01 2.05100805e-01 1.16808609e-04 1.16419506e-04
 3.59433005e-04 2.84504980e-01 8.05590808e-01 1.24568935e-03
 1.00564634e-04 6.22597348e-04 5.34672700e-02 1.23635706e-04
 1.13435468e-04 1.51346583e-04 1.13182212e-03 7.11831808e-01
 2.92021006e-01 1.20931538e-04 1.17803931e-04 2.33684812e-04
 1.34777132e-04 1.36504255e-04 1.07187094e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03977966\ILSVRC2012_val_00042710.JPEG,l2,"[0.4449575  0.08363485 0.21486828 0.3284188  0.454012   0.5018946
 0.15231808 0.14562778 0.07687825 1.         0.81363827 0.18273439
 0.14103901 0.1505227  0.9672348  0.15521151 0.15578824 0.11546396
 0.22291258 0.6464689  0.05791668 0.16083947 0.16173056 0.3146133
 0.14492184 0.1555985  0.13038601]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03977966\ILSVRC2012_val_00043114.JPEG,l2,"[1.         0.01375036 0.0194311  0.04717845 0.1444352  0.01177333
 0.01654544 0.01581597 0.05392844 0.30767217 0.16451417 0.02957489
 0.01492477 0.05181504 0.0155981  0.01688288 0.01673042 0.02355553
 0.04340417 0.04067217 0.02184065 0.01554919 0.02048736 0.05335305
 0.01795366 0.01707516 0.01924844]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03980874\ILSVRC2012_val_00006436.JPEG,l2,"[1.0000000e+00 5.1201250e-02 2.0846443e-03 7.8980648e-04 3.0201901e-02
 6.9146681e-01 2.1651955e-04 2.3929410e-04 2.6740227e-03 2.0896267e-02
 6.7156398e-01 8.6367875e-03 2.0992951e-04 3.3946379e-04 5.8073355e-03
 2.1200800e-04 1.9562090e-04 8.0816075e-04 6.0507783e-04 1.8016814e-01
 6.3002586e-02 2.1462920e-04 3.2149962e-04 7.3354604e-04 2.1830300e-04
 1.9709987e-04 4.6294762e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03980874\ILSVRC2012_val_00017658.JPEG,l2,"[6.8436158e-01 6.5483874e-01 6.1152354e-02 2.2289981e-03 1.9859899e-02
 9.4050646e-01 6.4575215e-05 9.7854550e-05 2.9873562e-03 3.4305889e-02
 1.0000000e+00 6.0087276e-01 7.4350100e-05 3.5830846e-03 6.4905024e-01
 6.2081745e-05 6.2838131e-05 3.6201431e-04 4.8349160e-03 9.1686420e-02
 6.2141860e-01 6.5683511e-05 2.7292428e-04 7.2736139e-03 6.8095993e-05
 7.0013419e-05 1.0579505e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03980874\ILSVRC2012_val_00045587.JPEG,l2,"[1.00000000e+00 9.49129283e-01 1.81868498e-03 7.21159682e-04
 2.25847354e-03 1.29872307e-01 2.40954396e-04 2.74968304e-04
 2.76476471e-03 2.01473758e-01 5.00894248e-01 1.23593606e-01
 2.95783539e-04 1.47851487e-03 2.20011221e-03 2.31175989e-04
 2.17891240e-04 1.12060807e-03 1.12920720e-03 1.28424391e-02
 6.97004944e-02 2.42187802e-04 3.96442745e-04 6.04867470e-04
 2.28853169e-04 2.04995638e-04 4.70313884e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03980874\ILSVRC2012_val_00047428.JPEG,l2,"[9.9240226e-01 1.0000000e+00 5.0492532e-04 2.0409055e-04 1.7552479e-03
 3.5929266e-01 8.0889615e-05 9.6898613e-05 1.6090985e-04 1.6457563e-02
 8.5383022e-01 1.4523763e-02 8.4757688e-05 4.3387440e-04 4.5847367e-03
 8.1050581e-05 7.3606432e-05 6.9650123e-04 6.3876645e-04 7.8978995e-03
 2.7310789e-01 8.3907245e-05 1.1790029e-04 1.5270463e-04 7.6035001e-05
 6.4916625e-05 1.7169278e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03983396\ILSVRC2012_val_00005664.JPEG,l2,"[0.16723269 0.02409194 0.01537983 0.01721284 0.05101569 0.09010445
 0.01552913 0.01939097 0.02216098 0.56113017 0.47136182 0.01951137
 0.01789702 0.02631473 0.07467259 0.01405937 0.01401993 0.0237581
 0.01100583 1.         0.09100427 0.01538986 0.02091904 0.01657951
 0.01267444 0.01181615 0.02204447]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03983396\ILSVRC2012_val_00008313.JPEG,l2,"[1.         0.12052429 0.01688559 0.0194261  0.6349342  0.0320284
 0.01270898 0.01459346 0.03419752 0.55528325 0.2340822  0.00149713
 0.01415995 0.04606196 0.1744995  0.01216907 0.01336014 0.01873828
 0.0701668  0.94344145 0.01165273 0.01293165 0.01133903 0.05479278
 0.01226809 0.01239146 0.01830438]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03983396\ILSVRC2012_val_00014426.JPEG,l2,"[0.31191057 0.09387116 0.22004241 0.41463345 0.4509832  0.1916787
 0.2335008  0.27925473 0.9326434  0.66263056 1.         0.37825632
 0.28568277 0.51810294 0.36422268 0.22593322 0.22150469 0.38465637
 0.35344785 0.44932252 0.3721078  0.23339254 0.33379665 0.4555041
 0.22821261 0.21250115 0.33326805]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03983396\ILSVRC2012_val_00022079.JPEG,l2,"[0.56429094 0.36928064 0.00206377 0.00274603 0.5685168  0.7217581
 0.00200202 0.00257719 0.00324456 0.48455614 0.9310121  0.18779388
 0.00277323 0.00660679 0.02253004 0.0020735  0.00202463 0.00309409
 0.00378314 1.         0.25876167 0.00192659 0.00272288 0.00528019
 0.00192702 0.00147347 0.00339571]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03992509\ILSVRC2012_val_00005701.JPEG,l2,"[0.59549695 0.20935273 0.19973963 0.19299337 0.31398228 0.18194802
 0.06677957 0.04166653 0.07846896 0.2960383  0.37659281 0.13926694
 0.03187345 0.14984421 0.04554154 0.07089914 0.04341545 0.02422624
 0.17356314 1.         0.08441982 0.05066797 0.04440144 0.11234795
 0.08450006 0.06710467 0.02459593]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03992509\ILSVRC2012_val_00006589.JPEG,l2,"[2.6914179e-02 1.0000000e+00 1.3877384e-03 8.3784555e-04 4.7743279e-03
 3.3127919e-03 4.9239962e-04 3.5287422e-04 3.0995009e-04 3.0091723e-02
 2.2937272e-02 3.9457699e-04 3.3800790e-04 4.5294446e-04 4.7465976e-04
 5.1839824e-04 4.7479570e-04 1.5807280e-04 6.0433918e-04 1.9819390e-03
 7.6675303e-02 4.3037281e-04 3.5980088e-04 2.7988406e-04 5.7399471e-04
 5.7699706e-04 1.8730185e-04]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03992509\ILSVRC2012_val_00016082.JPEG,l2,"[0.01858404 1.         0.05668802 0.03221538 0.01929526 0.09704947
 0.02254638 0.01448973 0.03048635 0.06028508 0.08032419 0.04464268
 0.01469799 0.0336651  0.0080883  0.02672085 0.01744051 0.01801294
 0.04772873 0.04215726 0.21453871 0.0276855  0.01555308 0.03321903
 0.0352395  0.03062416 0.00728245]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03992509\ILSVRC2012_val_00034067.JPEG,l2,"[1.         0.11428482 0.01581131 0.04382933 0.20043133 0.02508742
 0.01806564 0.01190436 0.01961552 0.38588026 0.47247946 0.01253028
 0.00908591 0.02893655 0.08684147 0.01867033 0.01406796 0.00525103
 0.06636038 0.8303164  0.00184146 0.01430321 0.01427408 0.01904457
 0.01893139 0.01982928 0.00684144]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n03992509\ILSVRC2012_val_00044041.JPEG,l2,"[0.72635496 0.6026604  0.02495649 0.01196045 0.12531276 0.04588542
 0.01055602 0.00521015 0.00726198 0.13024114 1.         0.01342015
 0.00486716 0.01544189 0.02136916 0.01124217 0.00711693 0.00330314
 0.02368331 0.10217293 0.4516107  0.00625253 0.00562951 0.01080429
 0.01121613 0.01178221 0.00348976]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04008634\ILSVRC2012_val_00016696.JPEG,l2,"[0.28265345 0.45006326 0.29811618 0.11778314 0.20200446 1.
 0.18332674 0.16985081 0.29580283 0.11063503 0.30143142 0.28243884
 0.16575913 0.05191811 0.05493536 0.17462695 0.18639265 0.1867848
 0.07660107 0.11208969 0.6230973  0.1728052  0.13838659 0.11914471
 0.16144735 0.16550772 0.18691766]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04008634\ILSVRC2012_val_00033210.JPEG,l2,"[0.06431447 0.42597094 0.05565778 0.01397702 0.05882789 0.6220713
 0.0169913  0.01476516 0.01715678 0.05890099 1.         0.24061348
 0.01581103 0.01217483 0.22529532 0.01608668 0.01707396 0.03193261
 0.01587072 0.08002168 0.42121163 0.01857271 0.01385044 0.011062
 0.01653439 0.01574981 0.01725497]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04008634\ILSVRC2012_val_00036376.JPEG,l2,"[0.39535955 1.         0.00468421 0.00168347 0.17259198 0.9211989
 0.00240706 0.00175131 0.00250981 0.09924724 0.37302166 0.5928723
 0.00211655 0.00133849 0.18990478 0.00253459 0.00219117 0.00325184
 0.00265351 0.42747706 0.98628235 0.00246411 0.00136123 0.00618924
 0.00254638 0.00244979 0.00247177]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04008634\ILSVRC2012_val_00039952.JPEG,l2,"[0.66216904 0.5828329  0.00346704 0.00337208 0.44780067 0.7168898
 0.0033073  0.00282533 0.00570144 0.14995474 1.         0.00797201
 0.00353603 0.00179864 0.49688694 0.00350827 0.00325965 0.00397859
 0.00648138 0.7411918  0.90926856 0.00330309 0.00236771 0.02830993
 0.00340705 0.00315883 0.00316291]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04023962\ILSVRC2012_val_00006405.JPEG,l2,"[0.2875849  0.7928756  0.00728683 0.00498155 0.09107897 0.4924138
 0.00229615 0.00249853 0.01882414 0.4322739  0.81373876 0.08791868
 0.00292666 0.00495728 0.02020653 0.00216863 0.00205029 0.01410831
 0.00804351 0.40058845 1.         0.00228746 0.00404396 0.00305699
 0.00268957 0.0025405  0.00302982]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04023962\ILSVRC2012_val_00006485.JPEG,l2,"[0.03604794 0.07277284 0.08667533 0.03671016 0.08464323 0.10055681
 0.02677908 0.02456158 0.3917513  0.09453513 0.0227282  0.01788023
 0.0248978  0.09189187 0.07076377 0.02758876 0.02388803 0.07865223
 0.05873645 0.36232504 0.05910936 0.02439176 0.02114544 1.
 0.02871396 0.02991335 0.02478525]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04023962\ILSVRC2012_val_00015474.JPEG,l2,"[0.18220776 0.00395951 0.00365045 0.00411905 0.4962724  0.02992728
 0.00325716 0.00369837 0.03095648 0.31739187 0.07398902 0.00917767
 0.0033436  0.00612585 0.1531648  0.00345972 0.00338725 0.01629545
 0.01211226 1.         0.0166408  0.00335054 0.0041073  0.07459284
 0.00375988 0.00340775 0.00316202]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04023962\ILSVRC2012_val_00028348.JPEG,l2,"[1.         0.60961676 0.1527042  0.02655469 0.12955059 0.2625002
 0.00853182 0.01193683 0.17280476 0.30262187 0.27232966 0.70461714
 0.00896515 0.04071298 0.18187423 0.0086387  0.00755744 0.01699351
 0.04545407 0.25894877 0.4015253  0.00831005 0.0126008  0.03633151
 0.00898792 0.00853036 0.00839768]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04067472\ILSVRC2012_val_00009568.JPEG,l2,"[0.5273095  0.02824324 0.31949195 0.01199087 0.14103499 0.4417355
 0.02030473 0.0173089  0.03463706 1.         0.5725543  0.14785945
 0.01608746 0.02447538 0.01281915 0.02283858 0.01613502 0.02761479
 0.02289153 0.1772233  0.2755126  0.01775031 0.02027515 0.03850263
 0.02567608 0.02433743 0.01691706]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04067472\ILSVRC2012_val_00026659.JPEG,l2,"[0.2834481  0.24358952 1.         0.04246417 0.20764583 0.26223287
 0.06421483 0.04181314 0.12007035 0.05040608 0.08499245 0.33590013
 0.04654194 0.03039337 0.01429085 0.06662444 0.04797599 0.07715933
 0.05677089 0.10861059 0.03974994 0.05511547 0.04503314 0.1117217
 0.07718882 0.0777711  0.05112143]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04070727\ILSVRC2012_val_00009901.JPEG,l2,"[0.26505288 0.6983165  0.00582045 0.00951621 0.03939587 0.84451365
 0.0093679  0.00742842 0.00204697 0.05826348 0.25405094 0.07226647
 0.00730865 0.00678476 0.0057062  0.00886358 0.00734102 0.0064765
 0.00808149 0.06128434 1.         0.00762349 0.00587116 0.00260895
 0.00962551 0.00952112 0.00584492]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04070727\ILSVRC2012_val_00039770.JPEG,l2,"[0.11893629 0.6891424  0.01268023 0.01439515 0.01191505 0.08721866
 0.0175158  0.01440682 0.01135064 0.0167678  1.         0.07356503
 0.01636981 0.02530877 0.01169204 0.01870428 0.01824326 0.01043867
 0.01989826 0.11944287 0.3681362  0.01714517 0.01140047 0.0077361
 0.02138185 0.01857504 0.01192551]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04070727\ILSVRC2012_val_00043847.JPEG,l2,"[0.00824394 0.02243944 0.01410478 0.01071807 0.11924725 0.01311963
 0.00906052 0.0073033  0.00552322 0.11775582 0.00306328 1.
 0.00786411 0.01268929 0.01860141 0.00977629 0.00889285 0.0057349
 0.01817182 0.02167254 0.19275463 0.009507   0.00635842 0.01694539
 0.01014939 0.01016976 0.00659113]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04074963\ILSVRC2012_val_00002910.JPEG,l2,"[0.10454646 0.08678508 0.36286256 0.4168264  0.03516854 0.08334452
 0.24006237 0.3044622  0.5743766  0.02984698 0.01448307 0.15899047
 0.2868526  0.48196003 0.02181526 0.23043248 0.28231987 0.49358338
 0.21543615 0.00947918 0.0400168  0.27003527 0.38256046 1.
 0.23056869 0.23477048 0.33638704]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04074963\ILSVRC2012_val_00006113.JPEG,l2,"[0.93411136 0.14639294 0.01202719 0.04697097 0.72848624 0.29766792
 0.01328349 0.02021829 0.03849645 0.9844257  0.30395114 0.05530693
 0.01789413 0.05453429 0.14242138 0.01241285 0.01523797 0.02257193
 0.0562441  1.         0.11406971 0.01332698 0.02205392 0.07031943
 0.0116668  0.01273897 0.02397515]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04074963\ILSVRC2012_val_00025687.JPEG,l2,"[1.         0.07063577 0.4119933  0.46687883 0.14942913 0.0282458
 0.38203457 0.4459846  0.6420023  0.17041895 0.07357762 0.11887231
 0.43349358 0.7394235  0.07161827 0.37344408 0.39596862 0.7265047
 0.5102153  0.18089314 0.05953572 0.39202684 0.48571852 0.31255585
 0.37471431 0.38158882 0.49321115]"
ImageNet-ES-Diverse\ImageNet-ES-Diverse\es-diverse-test\auto_exposure\l2\param_1\n04074963\ILSVRC2012_val_00031846.JPEG,l2,"[0.00988379 0.0076421  0.40339914 0.5735312  0.10548959 0.00806921
 0.28654954 0.40113533 0.46996075 0.2875184  0.00500081 0.15293624
 0.332972   1.         0.04707598 0.27018824 0.3125103  0.684805
 0.3961198  0.05497728 0.00976604 0.30740318 0.40548834 0.69792736
 0.2541895  0.27535057 0.5103192 ]"
